FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 11:45:40.872255
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 11:45:40.872284
FB Englischer Garten;13;87;2016-12-30 11:45:40.872309
FB Geowissenschaften;Geschlossen;0;2016-12-30 11:45:40.872333
FB Germanistik und Komparatistik;4;96;2016-12-30 11:45:40.872357
FB Historicum;Geschlossen;0;2016-12-30 11:45:40.872381
FB Kunstwissenschaften;0;100;2016-12-30 11:45:40.872404
FB Medizinische Lesehalle;26;74;2016-12-30 11:45:40.872427
FB Psychologie, Pädagogik und Soziologie;17;83;2016-12-30 11:45:40.872450
FB Theologie und Philosophie;24;76;2016-12-30 11:45:40.872475
FB Wirtschaftswissenschaften und Statistik;0;100;2016-12-30 11:45:40.872499
Allgemeiner Lesesaal (Zentralbibliothek);12;88;2016-12-30 12:00:30.439749
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 12:00:30.439803
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 12:00:30.439815
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 12:00:30.439825
FB Englischer Garten;13;87;2016-12-30 12:00:30.439833
FB Geowissenschaften;Geschlossen;0;2016-12-30 12:00:30.439840
FB Germanistik und Komparatistik;6;94;2016-12-30 12:00:30.439848
FB Historicum;Geschlossen;0;2016-12-30 12:00:30.439856
FB Kunstwissenschaften;0;100;2016-12-30 12:00:30.439863
FB Medizinische Lesehalle;26;74;2016-12-30 12:00:30.439871
FB Psychologie, Pädagogik und Soziologie;17;83;2016-12-30 12:00:30.439878
FB Theologie und Philosophie;24;76;2016-12-30 12:00:30.439886
FB Wirtschaftswissenschaften und Statistik;0;100;2016-12-30 12:00:30.439893
Allgemeiner Lesesaal (Zentralbibliothek);12;88;2016-12-30 12:15:22.715348
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 12:15:22.715453
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 12:15:22.715488
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 12:15:22.715516
FB Englischer Garten;14;86;2016-12-30 12:15:22.715541
FB Geowissenschaften;Geschlossen;0;2016-12-30 12:15:22.715564
FB Germanistik und Komparatistik;6;94;2016-12-30 12:15:22.715588
FB Historicum;Geschlossen;0;2016-12-30 12:15:22.715611
FB Kunstwissenschaften;0;100;2016-12-30 12:15:22.715634
FB Medizinische Lesehalle;26;74;2016-12-30 12:15:22.715657
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 12:15:22.715679
FB Theologie und Philosophie;27;73;2016-12-30 12:15:22.715704
FB Wirtschaftswissenschaften und Statistik;0;100;2016-12-30 12:15:22.715727
Allgemeiner Lesesaal (Zentralbibliothek);12;88;2016-12-30 12:30:27.923171
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 12:30:27.923232
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 12:30:27.923248
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 12:30:27.923261
FB Englischer Garten;14;86;2016-12-30 12:30:27.923272
FB Geowissenschaften;9;91;2016-12-30 12:30:27.923282
FB Germanistik und Komparatistik;6;94;2016-12-30 12:30:27.923293
FB Historicum;21;79;2016-12-30 12:30:27.923303
FB Kunstwissenschaften;9;91;2016-12-30 12:30:27.923313
FB Medizinische Lesehalle;26;74;2016-12-30 12:30:27.923323
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 12:30:27.923333
FB Theologie und Philosophie;27;73;2016-12-30 12:30:27.923343
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 12:30:27.923353
Allgemeiner Lesesaal (Zentralbibliothek);12;88;2016-12-30 12:45:22.792330
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 12:45:22.792520
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 12:45:22.792564
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 12:45:22.792599
FB Englischer Garten;15;85;2016-12-30 12:45:22.792626
FB Geowissenschaften;9;91;2016-12-30 12:45:22.792650
FB Germanistik und Komparatistik;6;94;2016-12-30 12:45:22.792673
FB Historicum;21;79;2016-12-30 12:45:22.792702
FB Kunstwissenschaften;9;91;2016-12-30 12:45:22.792724
FB Medizinische Lesehalle;26;74;2016-12-30 12:45:22.792747
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 12:45:22.792809
FB Theologie und Philosophie;27;73;2016-12-30 12:45:22.792838
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 12:45:22.792862
Allgemeiner Lesesaal (Zentralbibliothek);14;86;2016-12-30 13:00:27.758796
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 13:00:27.758899
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 13:00:27.758936
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 13:00:27.758966
FB Englischer Garten;15;85;2016-12-30 13:00:27.758992
FB Geowissenschaften;9;91;2016-12-30 13:00:27.759016
FB Germanistik und Komparatistik;6;94;2016-12-30 13:00:27.759040
FB Historicum;21;79;2016-12-30 13:00:27.759064
FB Kunstwissenschaften;9;91;2016-12-30 13:00:27.759087
FB Medizinische Lesehalle;26;74;2016-12-30 13:00:27.759111
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 13:00:27.759135
FB Theologie und Philosophie;34;66;2016-12-30 13:00:27.759161
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 13:00:27.759185
Allgemeiner Lesesaal (Zentralbibliothek);14;86;2016-12-30 13:15:22.115341
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 13:15:22.115401
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 13:15:22.115424
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 13:15:22.115436
FB Englischer Garten;15;85;2016-12-30 13:15:22.115447
FB Geowissenschaften;9;91;2016-12-30 13:15:22.115457
FB Germanistik und Komparatistik;6;94;2016-12-30 13:15:22.115467
FB Historicum;21;79;2016-12-30 13:15:22.115478
FB Kunstwissenschaften;9;91;2016-12-30 13:15:22.115487
FB Medizinische Lesehalle;26;74;2016-12-30 13:15:22.115500
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 13:15:22.115510
FB Theologie und Philosophie;34;66;2016-12-30 13:15:22.115521
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 13:15:22.115531
Allgemeiner Lesesaal (Zentralbibliothek);14;86;2016-12-30 13:30:27.449665
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 13:30:27.449712
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 13:30:27.449721
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 13:30:27.449729
FB Englischer Garten;15;85;2016-12-30 13:30:27.449736
FB Geowissenschaften;9;91;2016-12-30 13:30:27.449742
FB Germanistik und Komparatistik;6;94;2016-12-30 13:30:27.449748
FB Historicum;21;79;2016-12-30 13:30:27.449754
FB Kunstwissenschaften;9;91;2016-12-30 13:30:27.449760
FB Medizinische Lesehalle;26;74;2016-12-30 13:30:27.449766
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 13:30:27.449772
FB Theologie und Philosophie;34;66;2016-12-30 13:30:27.449778
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 13:30:27.449784
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 13:45:23.522075
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 13:45:23.522344
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 13:45:23.522384
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 13:45:23.522414
FB Englischer Garten;15;85;2016-12-30 13:45:23.522441
FB Geowissenschaften;9;91;2016-12-30 13:45:23.522465
FB Germanistik und Komparatistik;6;94;2016-12-30 13:45:23.522489
FB Historicum;21;79;2016-12-30 13:45:23.522514
FB Kunstwissenschaften;9;91;2016-12-30 13:45:23.522537
FB Medizinische Lesehalle;26;74;2016-12-30 13:45:23.522561
FB Psychologie, Pädagogik und Soziologie;18;82;2016-12-30 13:45:23.522585
FB Theologie und Philosophie;34;66;2016-12-30 13:45:23.522611
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 13:45:23.522635
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 14:00:28.825976
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 14:00:28.826087
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 14:00:28.826125
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 14:00:28.826154
FB Englischer Garten;22;78;2016-12-30 14:00:28.826180
FB Geowissenschaften;9;91;2016-12-30 14:00:28.826205
FB Germanistik und Komparatistik;6;94;2016-12-30 14:00:28.826229
FB Historicum;27;73;2016-12-30 14:00:28.826254
FB Kunstwissenschaften;9;91;2016-12-30 14:00:28.826277
FB Medizinische Lesehalle;26;74;2016-12-30 14:00:28.826301
FB Psychologie, Pädagogik und Soziologie;18;82;2016-12-30 14:00:28.826326
FB Theologie und Philosophie;34;66;2016-12-30 14:00:28.826352
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 14:00:28.826376
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 14:15:22.916199
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 14:15:22.916248
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 14:15:22.916260
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 14:15:22.916270
FB Englischer Garten;22;78;2016-12-30 14:15:22.916278
FB Geowissenschaften;9;91;2016-12-30 14:15:22.916286
FB Germanistik und Komparatistik;6;94;2016-12-30 14:15:22.916293
FB Historicum;27;73;2016-12-30 14:15:22.916301
FB Kunstwissenschaften;9;91;2016-12-30 14:15:22.916308
FB Medizinische Lesehalle;26;74;2016-12-30 14:15:22.916316
FB Psychologie, Pädagogik und Soziologie;18;82;2016-12-30 14:15:22.916323
FB Theologie und Philosophie;34;66;2016-12-30 14:15:22.916332
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 14:15:22.916339
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 14:30:25.475666
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 14:30:25.475776
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 14:30:25.475818
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 14:30:25.475847
FB Englischer Garten;22;78;2016-12-30 14:30:25.475877
FB Geowissenschaften;9;91;2016-12-30 14:30:25.475902
FB Germanistik und Komparatistik;6;94;2016-12-30 14:30:25.475925
FB Historicum;27;73;2016-12-30 14:30:25.475949
FB Kunstwissenschaften;9;91;2016-12-30 14:30:25.475976
FB Medizinische Lesehalle;26;74;2016-12-30 14:30:25.476000
FB Psychologie, Pädagogik und Soziologie;18;82;2016-12-30 14:30:25.476024
FB Theologie und Philosophie;34;66;2016-12-30 14:30:25.476050
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 14:30:25.476074
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 14:45:23.419370
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 14:45:23.419415
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 14:45:23.419424
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 14:45:23.419432
FB Englischer Garten;22;78;2016-12-30 14:45:23.419438
FB Geowissenschaften;9;91;2016-12-30 14:45:23.419445
FB Germanistik und Komparatistik;6;94;2016-12-30 14:45:23.419451
FB Historicum;27;73;2016-12-30 14:45:23.419457
FB Kunstwissenschaften;9;91;2016-12-30 14:45:23.419463
FB Medizinische Lesehalle;26;74;2016-12-30 14:45:23.419469
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 14:45:23.419475
FB Theologie und Philosophie;34;66;2016-12-30 14:45:23.419482
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 14:45:23.419488
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 15:00:28.147195
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 15:00:28.147247
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 15:00:28.147257
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 15:00:28.147265
FB Englischer Garten;22;78;2016-12-30 15:00:28.147272
FB Geowissenschaften;9;91;2016-12-30 15:00:28.147278
FB Germanistik und Komparatistik;6;94;2016-12-30 15:00:28.147284
FB Historicum;27;73;2016-12-30 15:00:28.147290
FB Kunstwissenschaften;9;91;2016-12-30 15:00:28.147296
FB Medizinische Lesehalle;26;74;2016-12-30 15:00:28.147302
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 15:00:28.147308
FB Theologie und Philosophie;34;66;2016-12-30 15:00:28.147315
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 15:00:28.147321
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 15:15:24.257264
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 15:15:24.257308
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 15:15:24.257317
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 15:15:24.257325
FB Englischer Garten;22;78;2016-12-30 15:15:24.257331
FB Geowissenschaften;9;91;2016-12-30 15:15:24.257338
FB Germanistik und Komparatistik;6;94;2016-12-30 15:15:24.257344
FB Historicum;26;74;2016-12-30 15:15:24.257350
FB Kunstwissenschaften;17;83;2016-12-30 15:15:24.257356
FB Medizinische Lesehalle;26;74;2016-12-30 15:15:24.257362
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 15:15:24.257368
FB Theologie und Philosophie;34;66;2016-12-30 15:15:24.257374
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 15:15:24.257380
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 15:30:26.125155
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 15:30:26.125264
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 15:30:26.125300
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 15:30:26.125328
FB Englischer Garten;22;78;2016-12-30 15:30:26.125353
FB Geowissenschaften;9;91;2016-12-30 15:30:26.125376
FB Germanistik und Komparatistik;10;90;2016-12-30 15:30:26.125399
FB Historicum;26;74;2016-12-30 15:30:26.125423
FB Kunstwissenschaften;17;83;2016-12-30 15:30:26.125445
FB Medizinische Lesehalle;26;74;2016-12-30 15:30:26.125468
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 15:30:26.125491
FB Theologie und Philosophie;36;64;2016-12-30 15:30:26.125516
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 15:30:26.125541
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 15:45:22.818454
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 15:45:22.818499
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 15:45:22.818510
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 15:45:22.818517
FB Englischer Garten;22;78;2016-12-30 15:45:22.818524
FB Geowissenschaften;9;91;2016-12-30 15:45:22.818530
FB Germanistik und Komparatistik;10;90;2016-12-30 15:45:22.818536
FB Historicum;26;74;2016-12-30 15:45:22.818542
FB Kunstwissenschaften;17;83;2016-12-30 15:45:22.818548
FB Medizinische Lesehalle;26;74;2016-12-30 15:45:22.818554
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 15:45:22.818560
FB Theologie und Philosophie;36;64;2016-12-30 15:45:22.818567
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 15:45:22.818573
Allgemeiner Lesesaal (Zentralbibliothek);15;85;2016-12-30 16:00:27.810863
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 16:00:27.810908
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 16:00:27.810918
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 16:00:27.810926
FB Englischer Garten;22;78;2016-12-30 16:00:27.810932
FB Geowissenschaften;9;91;2016-12-30 16:00:27.810938
FB Germanistik und Komparatistik;10;90;2016-12-30 16:00:27.810944
FB Historicum;26;74;2016-12-30 16:00:27.810950
FB Kunstwissenschaften;17;83;2016-12-30 16:00:27.810956
FB Medizinische Lesehalle;26;74;2016-12-30 16:00:27.810962
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 16:00:27.810968
FB Theologie und Philosophie;36;64;2016-12-30 16:00:27.810974
FB Wirtschaftswissenschaften und Statistik;2;98;2016-12-30 16:00:27.810980
Allgemeiner Lesesaal (Zentralbibliothek);9;91;2016-12-30 16:15:22.915146
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 16:15:22.915222
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 16:15:22.915238
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 16:15:22.915250
FB Englischer Garten;22;78;2016-12-30 16:15:22.915261
FB Geowissenschaften;9;91;2016-12-30 16:15:22.915272
FB Germanistik und Komparatistik;10;90;2016-12-30 16:15:22.915282
FB Historicum;26;74;2016-12-30 16:15:22.915293
FB Kunstwissenschaften;17;83;2016-12-30 16:15:22.915303
FB Medizinische Lesehalle;29;71;2016-12-30 16:15:22.915313
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 16:15:22.915323
FB Theologie und Philosophie;36;64;2016-12-30 16:15:22.915334
FB Wirtschaftswissenschaften und Statistik;3;97;2016-12-30 16:15:22.915344
Allgemeiner Lesesaal (Zentralbibliothek);9;91;2016-12-30 16:30:19.607969
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 16:30:19.608081
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 16:30:19.608117
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 16:30:19.608153
FB Englischer Garten;22;78;2016-12-30 16:30:19.608180
FB Geowissenschaften;9;91;2016-12-30 16:30:19.608203
FB Germanistik und Komparatistik;10;90;2016-12-30 16:30:19.608230
FB Historicum;26;74;2016-12-30 16:30:19.608254
FB Kunstwissenschaften;17;83;2016-12-30 16:30:19.608276
FB Medizinische Lesehalle;29;71;2016-12-30 16:30:19.608299
FB Psychologie, Pädagogik und Soziologie;20;80;2016-12-30 16:30:19.608326
FB Theologie und Philosophie;36;64;2016-12-30 16:30:19.608352
FB Wirtschaftswissenschaften und Statistik;3;97;2016-12-30 16:30:19.608375
Allgemeiner Lesesaal (Zentralbibliothek);9;91;2016-12-30 16:45:24.669790
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 16:45:24.669936
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 16:45:24.669976
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 16:45:24.670009
FB Englischer Garten;22;78;2016-12-30 16:45:24.670035
FB Geowissenschaften;9;91;2016-12-30 16:45:24.670058
FB Germanistik und Komparatistik;10;90;2016-12-30 16:45:24.670082
FB Historicum;26;74;2016-12-30 16:45:24.670106
FB Kunstwissenschaften;17;83;2016-12-30 16:45:24.670128
FB Medizinische Lesehalle;29;71;2016-12-30 16:45:24.670150
FB Psychologie, Pädagogik und Soziologie;16;84;2016-12-30 16:45:24.670174
FB Theologie und Philosophie;36;64;2016-12-30 16:45:24.670198
FB Wirtschaftswissenschaften und Statistik;3;97;2016-12-30 16:45:24.670222
Allgemeiner Lesesaal (Zentralbibliothek);7;93;2016-12-30 17:00:27.492505
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 17:00:27.492608
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 17:00:27.492645
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 17:00:27.492673
FB Englischer Garten;22;78;2016-12-30 17:00:27.492699
FB Geowissenschaften;9;91;2016-12-30 17:00:27.492723
FB Germanistik und Komparatistik;10;90;2016-12-30 17:00:27.492746
FB Historicum;26;74;2016-12-30 17:00:27.492771
FB Kunstwissenschaften;17;83;2016-12-30 17:00:27.492793
FB Medizinische Lesehalle;29;71;2016-12-30 17:00:27.492816
FB Psychologie, Pädagogik und Soziologie;16;84;2016-12-30 17:00:27.492840
FB Theologie und Philosophie;36;64;2016-12-30 17:00:27.492865
FB Wirtschaftswissenschaften und Statistik;3;97;2016-12-30 17:00:27.492889
Allgemeiner Lesesaal (Zentralbibliothek);7;93;2016-12-30 17:15:23.167883
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 17:15:23.167995
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 17:15:23.168037
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 17:15:23.168066
FB Englischer Garten;12;88;2016-12-30 17:15:23.168096
FB Geowissenschaften;9;91;2016-12-30 17:15:23.168120
FB Germanistik und Komparatistik;10;90;2016-12-30 17:15:23.168143
FB Historicum;26;74;2016-12-30 17:15:23.168167
FB Kunstwissenschaften;17;83;2016-12-30 17:15:23.168194
FB Medizinische Lesehalle;29;71;2016-12-30 17:15:23.168216
FB Psychologie, Pädagogik und Soziologie;16;84;2016-12-30 17:15:23.168239
FB Theologie und Philosophie;36;64;2016-12-30 17:15:23.168268
FB Wirtschaftswissenschaften und Statistik;3;97;2016-12-30 17:15:23.168292
Allgemeiner Lesesaal (Zentralbibliothek);7;93;2016-12-30 17:30:25.646622
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 17:30:25.646725
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 17:30:25.646762
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 17:30:25.646863
FB Englischer Garten;12;88;2016-12-30 17:30:25.646894
FB Geowissenschaften;9;91;2016-12-30 17:30:25.646918
FB Germanistik und Komparatistik;10;90;2016-12-30 17:30:25.646954
FB Historicum;18;82;2016-12-30 17:30:25.646978
FB Kunstwissenschaften;17;83;2016-12-30 17:30:25.647000
FB Medizinische Lesehalle;29;71;2016-12-30 17:30:25.647027
FB Psychologie, Pädagogik und Soziologie;16;84;2016-12-30 17:30:25.647050
FB Theologie und Philosophie;36;64;2016-12-30 17:30:25.647075
FB Wirtschaftswissenschaften und Statistik;3;97;2016-12-30 17:30:25.647103
Allgemeiner Lesesaal (Zentralbibliothek);7;93;2016-12-30 17:45:23.441743
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 17:45:23.441803
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 17:45:23.441819
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 17:45:23.441831
FB Englischer Garten;10;90;2016-12-30 17:45:23.441842
FB Geowissenschaften;9;91;2016-12-30 17:45:23.441852
FB Germanistik und Komparatistik;5;95;2016-12-30 17:45:23.441863
FB Historicum;18;82;2016-12-30 17:45:23.441873
FB Kunstwissenschaften;12;88;2016-12-30 17:45:23.441883
FB Medizinische Lesehalle;29;71;2016-12-30 17:45:23.441893
FB Psychologie, Pädagogik und Soziologie;16;84;2016-12-30 17:45:23.441962
FB Theologie und Philosophie;36;64;2016-12-30 17:45:23.441974
FB Wirtschaftswissenschaften und Statistik;4;96;2016-12-30 17:45:23.441984
Allgemeiner Lesesaal (Zentralbibliothek);7;93;2016-12-30 18:00:28.251304
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 18:00:28.251485
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 18:00:28.251522
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 18:00:28.251557
FB Englischer Garten;4;96;2016-12-30 18:00:28.251583
FB Geowissenschaften;9;91;2016-12-30 18:00:28.251613
FB Germanistik und Komparatistik;Geschlossen;0;2016-12-30 18:00:28.251638
FB Historicum;Geschlossen;0;2016-12-30 18:00:28.251664
FB Kunstwissenschaften;12;88;2016-12-30 18:00:28.251688
FB Medizinische Lesehalle;29;71;2016-12-30 18:00:28.251718
FB Psychologie, Pädagogik und Soziologie;Geschlossen;0;2016-12-30 18:00:28.251743
FB Theologie und Philosophie;36;64;2016-12-30 18:00:28.251770
FB Wirtschaftswissenschaften und Statistik;4;96;2016-12-30 18:00:28.251804
Allgemeiner Lesesaal (Zentralbibliothek);7;93;2016-12-30 18:15:22.424412
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 18:15:22.424474
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 18:15:22.424496
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 18:15:22.424508
FB Englischer Garten;Geschlossen;0;2016-12-30 18:15:22.424519
FB Geowissenschaften;9;91;2016-12-30 18:15:22.424530
FB Germanistik und Komparatistik;Geschlossen;0;2016-12-30 18:15:22.424540
FB Historicum;Geschlossen;0;2016-12-30 18:15:22.424551
FB Kunstwissenschaften;Geschlossen;0;2016-12-30 18:15:22.424563
FB Medizinische Lesehalle;Geschlossen;0;2016-12-30 18:15:22.424574
FB Psychologie, Pädagogik und Soziologie;Geschlossen;0;2016-12-30 18:15:22.424585
FB Theologie und Philosophie;36;64;2016-12-30 18:15:22.424596
FB Wirtschaftswissenschaften und Statistik;4;96;2016-12-30 18:15:22.424606
Allgemeiner Lesesaal (Zentralbibliothek);7;93;2016-12-30 18:30:27.730408
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 18:30:27.730467
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 18:30:27.730482
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 18:30:27.730494
FB Englischer Garten;Geschlossen;0;2016-12-30 18:30:27.730505
FB Geowissenschaften;Geschlossen;0;2016-12-30 18:30:27.730515
FB Germanistik und Komparatistik;Geschlossen;0;2016-12-30 18:30:27.730525
FB Historicum;Geschlossen;0;2016-12-30 18:30:27.730536
FB Kunstwissenschaften;Geschlossen;0;2016-12-30 18:30:27.730546
FB Medizinische Lesehalle;Geschlossen;0;2016-12-30 18:30:27.730556
FB Psychologie, Pädagogik und Soziologie;Geschlossen;0;2016-12-30 18:30:27.730566
FB Theologie und Philosophie;36;64;2016-12-30 18:30:27.730577
FB Wirtschaftswissenschaften und Statistik;4;96;2016-12-30 18:30:27.730587
Allgemeiner Lesesaal (Zentralbibliothek);7;93;2016-12-30 18:45:23.824177
FB Biologie und Biomedizin (Präsenzbestand);Geschlossen;0;2016-12-30 18:45:23.824280
FB Biologie und Biomedizin (Lehrbuchsammlung);3;97;2016-12-30 18:45:23.824315
FB Chemie und Pharmazie;Geschlossen;0;2016-12-30 18:45:23.824344
FB Englischer Garten;Geschlossen;0;2016-12-30 18:45:23.824370
FB Geowissenschaften;Geschlossen;0;2016-12-30 18:45:23.824394
FB Germanistik und Komparatistik;Geschlossen;0;2016-12-30 18:45:23.824419
FB Historicum;Geschlossen;0;2016-12-30 18:45:23.824444
FB Kunstwissenschaften;Geschlossen;0;2016-12-30 18:45:23.824468
FB Medizinische Lesehalle;Geschlossen;0;2016-12-30 18:45:23.824493
FB Psychologie, Pädagogik und Soziologie;Geschlossen;0;2016-12-30 18:45:23.824518
FB Theologie und Philosophie;36;64;2016-12-30 18:45:23.824544
